1.8519613756551345e-13,1e-55
2.1379538244395799e-13,2.3739153035405513e-55
2.468124866356733e-13,5.63547386838412e-55
2.849301563984235e-13,1.3378137658859932e-54
3.2893574505204557e-13,3.175856572124027e-54
3.79725525594707e-13,7.539214518415065e-54
4.3836879970693223e-13,1.7897456721940923e-53
5.060775061007624e-13,4.248704640667026e-53
5.842181097665676e-13,1.0086064966703377e-52
6.744358449506609e-13,2.394346397696137e-52
7.786158263688125e-13,5.6839755554681434e-52
8.988450104729745e-13,1.3493276556076232e-51
1.037677560881557e-12,3.203189571137483e-51
1.1979285003136045e-12,7.604100743064767e-51
1.3829098663421372e-12,1.8051491123625823e-50
1.5965106352302818e-12,4.285271103010176e-50
1.843071586350395e-12,1.0172870651256122e-49
2.1276749154878474e-12,2.414953331995544e-49
2.456242413596598e-12,5.732894672160561e-49
2.8356260342115728e-12,1.3609406395828048e-48
3.2735639878867654e-12,3.2307578115159386e-48
3.779013049251565e-12,7.669545410790868e-48
4.3626803878461686e-12,1.820685122187594e-47
5.0365142571468126e-12,4.322152274489728e-47
5.814297501862378e-12,1.0260423428643936e-46
6.7121908139133136e-12,2.4357376198063848e-46
7.749037274524292e-12,5.782234811067814e-46
8.945769796280703e-12,1.3726535706659017e-45
1.0327276927905421e-11,3.258563317863419e-45
1.192200698197725e-11,7.735553327831843e-45
1.3763160123253667e-11,1.8363548426294053e-44
1.5889030387219276e-11,4.359350863648817e-44
1.83428828683032e-11,1.0348729728718816e-43
2.1175957082012225e-11,2.456700787521065e-43
2.4445634835685467e-11,5.831999595716381e-43
2.8221285683045857e-11,1.3844673090513651e-42
3.2580225540717116e-11,3.2866081322086955e-42
3.761212387356148e-11,7.802129341791049e-42
4.3419585789625705e-11,1.852159424468054e-41
5.01263661643827e-11,4.396869602341645e-41
5.786699342540538e-11,1.043779603667126e-40
6.680475719396031e-11,2.4778443746688814e-40
7.71219890783774e-11,5.8821926808183255e-40
8.903225713368125e-11,1.3963827223369071e-39
1.0278337174864383e-10,3.314894314155254e-39
1.1866004505285113e-10,7.869278341992718e-39
1.3698701360361932e-10,1.868100028387673e-38
1.5813925568624917e-10,4.434711245934108e-38
1.8256478535984596e-10,1.0527628893506362e-37
2.1075929462468972e-10,2.4991699340290437e-37
2.433060178898266e-10,5.932817752540074e-37
2.8089047099108937e-10,1.408400685587217e-36
3.242633353247115e-10,3.3434239410324986e-36
3.7435695136139153e-10,7.93700525984091e-36
4.3216976576302527e-10,1.8841778250618495e-35
4.989143931608055e-10,4.4728785735061494e-35
5.759726561191215e-10,1.0618234896524879e-34
6.649232042734249e-10,2.520679031744873e-34
7.676246493515478e-10,5.983878528773031e-34
8.861763458808795e-10,1.4205220813982248e-33
1.0229633051741373e-09,3.3721991080485225e-33
1.1810561021763859e-09,8.005315069182185e-33
1.363492392353477e-09,1.9003939952395686e-32
1.5740691176762192e-09,4.511374388055818e-32
1.8171138679407723e-09,1.0709620699806685e-31
2.0977867226105923e-09,2.5423732474385963e-31
2.4218085455384304e-09,6.035378759406622e-31
2.7957915296353688e-09,1.4327477999619083e-30
3.2276274633787832e-09,3.4012219284436585e-30
3.726095631946942e-09,8.074212786670172e-30
4.301516666000304e-09,1.916749729831928e-29
4.965871004006281e-09,4.550201516705268e-29
5.7329054492713254e-09,1.0801793014700152e-28
6.618489457893486e-09,2.5642541743274326e-28
7.640755496158808e-09,6.087322226603683e-28
